id	token
732	除因
733	追查
734	刑事犯罪
735	公安机关
736	检察机关
737	程序
738	进行
739	检查
740	外
741	任何理由
742	侵犯
743	禁止性
744	医疗事故
745	62
746	军队
747	医疗机构
748	办法
749	中国人民解放军
750	卫生
751	会同
752	国务院
753	行政部门
754	本
755	为准
756	用性
757	44
758	自治区
759	人民代表大会常务委员会
760	实施细则
761	报
762	全国人民代表大会常务委员会
763	备案
764	委任
765	公司
766	事业单位
767	团体
768	危害
769	才
770	负
771	盗用
772	名义
773	违法
774	私分
775	论处
776	一律
777	双罚制
778	具有
779	法人资格
780	私营企业
781	成为
782	刑
783	方式
784	被
785	所
786	采用
787	绝对
788	相对
789	以上
790	缓刑
791	犯罪分子
792	禁止令
793	社区
794	矫正
795	执行
796	活动
797	纠正
798	较为
799	严重危害
800	原判
801	裁判
802	人民法院
803	当地
804	建议书
805	内
806	依法
807	面前
808	一律平等
809	理解
810	居住
811	平等
812	人民
813	18
814	周岁
815	凡
816	国籍
817	2012
818	刑事诉讼法
819	修正案
820	增加
821	怀孕
822	哺乳
823	婴儿
824	妇女
825	暂予
826	监外执行
827	监狱
828	看守所
829	书面
830	意见
831	副本
832	抄送
833	检察院
834	不当
835	送交
836	相关
837	司法
838	欺诈
839	情形
840	包括
841	受益人
842	伪造
843	提交
844	记载
845	虚假
846	恶意
847	货物
848	无
849	价值
850	基础
851	交易
852	第三方
853	串通
854	假
855	利害
856	关系人
857	存在
858	将会
859	给
860	难以
861	弥补
862	可向
863	管辖权
864	项下
865	款项
866	必须
867	可靠
868	充分
869	担保
870	审理
871	一并
872	住宅
873	禁止
874	搜查
875	侵入
876	除
877	国家机关
878	工作人员
879	提出批评
880	建议
881	失职
882	检举
883	捏造
884	歪曲事实
885	诬告陷害
886	查清
887	负责
888	休息
889	商业银行
890	设立
891	变更
892	银行业
893	监督管理
894	审慎
895	监管
896	法定标准
897	提高
898	注册资本
899	最低
900	限额
901	公司法
902	分立
903	合并
904	购买
905	股份
906	总额
907	5%
908	事先
909	海洋法
910	19
911	船舶
912	领海
913	就
914	无害
915	沿海
916	领土完整
917	武力威胁
918	类型
919	武器
920	演习
921	船上
922	起落
923	飞机
924	发射
925	降落
926	军事
927	装置
928	审判
929	难免
930	一些
931	障碍
932	影响
933	顺利进行
934	辩护人
935	重新
936	鉴定
937	自诉人
938	体内
939	长有
940	恶性肿瘤
941	及时
942	手术
943	生命危险
944	延期
945	一般
946	计入
947	个别情况
948	例外
949	公诉人
950	补充侦查
951	关予
952	职业道德
953	成立
954	相比
955	更强
956	公平正义
957	象征
958	感召
959	作用
960	道德
961	约束性
962	多以
963	纪律
964	规范
965	可操作性
966	严格
967	程序实现
968	强制性
969	无论是
970	政治
971	市民
972	只是
973	表明
974	而已
975	马克思
976	这句
977	话
978	含义
979	根源
980	促使
981	产生
982	上层建筑
983	经济基础
984	法所
985	统治阶级
986	意志
987	因此
988	能动
989	反作用
990	担任
991	同一
992	检察长
993	副检察长
994	检察员
995	助理
996	丈夫
997	妻子
998	同班同学
999	老师
1000	学生
1001	兄长
1002	弟弟
1003	最高人民法院
1004	进一步
1005	加强
1006	合议庭
1007	职责
1008	若干
1009	基本
1010	审判员
1011	人民陪审员
1012	随机
1013	组成
1014	成员
1015	因对
1016	证据
1017	认识
1018	偏差
1019	改判
1020	发回重审
1021	政策
1022	开庭审理
1023	从事
1024	庭审
1025	无关
1026	提出异议
1027	记入
1028	笔录
1029	土地管理法
1030	47
1031	每
1032	公顷
1033	征用
1034	耕地
1035	安置
1036	补助费
1037	最高
1038	哪项
1039	所述
1040	3
1041	平均
1042	年产值
1043	15
1044	倍
1045	总产值
1046	著名
1047	哲学家
1048	民法学
1049	家拉
1050	伦茨
1051	其一
1052	涉及
1053	规整
1054	之
1055	事物
1056	领域
1057	质言之
1058	连
1059	立法者
1060	改变
1061	既存
1062	状态
1063	假使
1064	要
1065	地
1066	的话
1067	考虑
1068	及此
1069	另一类
1070	法伦
1071	理性
1072	隐含
1073	之中
1074	只有
1075	借助
1076	才能
1077	掌握
1078	并且
1079	表达
1080	出
1081	理念
1082	间
1083	关联
1084	这
1085	段
1086	论述
1087	解释
1088	方法
1089	文义
1090	客观
1091	两晋
1092	时期
1093	下述
1094	晋律
1095	首次
1096	确立
1097	准
1098	五服
1099	制罪
1100	张斐
1101	杜预
1102	注解
1103	法律效力
1104	等同于
1105	又称
1106	泰始
1107	律
1108	汉魏
1109	改革
1110	充实
1111	20
1112	篇
1113	602
1114	格局
1115	晋朝
1116	御史台
1117	主
1118	监察
1119	权能
1120	极广
1121	受命
1122	皇帝
1123	纠举
1124	一切
1125	不法
1126	不可抗力
1127	突发性
1128	事件
1129	维护
1130	证券交易
1131	正常
1132	秩序
1133	证券
1134	交易所
1135	什么
1136	技术性
1137	停牌
1138	临时
1139	停市
1140	报告
1141	制裁
1142	北洋政府
1143	封建性
1144	民主性
1145	买办
1146	进步性
1147	准据法
1148	指
1149	冲突
1150	接引
1151	据
1152	某一
1153	涉外
1154	民事法律
1155	具体
1156	权利义务
1157	能够
1158	某
1159	一
1160	特定
1161	实体法
1162	国内法
1163	程序法
1164	失踪
1165	婚姻关系
1166	解除
1167	事
1168	主体资格
1169	消灭
1170	代管
1171	继承
1172	立案监督
1173	直接受理
1174	经审查
1175	追究
1176	制作
1177	立案
1178	报告书
1179	立案侦查
1180	侦查监督
1181	部门
1182	经过
1183	调查
1184	核实
1185	说明
1186	理由
1187	无需
1188	审查起诉
1189	综观
1190	各国
1191	序言
1192	正文
1193	附则
1194	三
1195	大部分
1196	对此
1197	长短
1198	大致
1199	相当
1200	临时性
1201	两大
1202	诸
1203	方面
1204	三部
1205	中均
1206	置于
1207	之前
1208	工业
1209	产权
1210	优先权
1211	证明文件
1212	均
1213	相同
1214	先
1215	撤回
1216	随之
1217	丧失
1218	驳回
1219	_______
1220	考验
1221	期内
1222	犯新罪
1223	以前
1224	还有
1225	新犯
1226	把
1227	前罪
1228	判处
1229	69
1230	填
1231	假释
1232	可均
1233	审前
1234	准备
1235	认可
1236	审理案件
1237	具体情况
1238	法庭调查
1239	法庭
1240	辩论
1241	围绕
1242	争议
1243	焦点
1244	法官
1245	评议
1246	调取
1247	质证
1248	引起
1249	票据法
1250	非
1251	债务人
1252	双方
1253	债权债务
1254	持票人
1255	应付
1256	对价
1257	未付
1258	返还
1259	承兑
1260	付款
1261	或行
1262	便
1263	追索权
1264	澳门特别行政区
1265	法律依据
1266	澳门特别行政区基本法
1267	31
1268	中葡
1269	联合声明
1270	民主
1271	法治
1272	建立
1273	节约型
1274	社会关系
1275	树立
1276	相适应
1277	观
1278	注重
1279	公民自由
1280	致力于
1281	寻求
1282	人类
1283	自然资源
1284	契合点
1285	完善
1286	节约资源
1287	法律法规
1288	促进
1289	节约
1290	有效
1291	利用
1292	破坏
1293	浪费资源
1294	严厉
1295	惩处
1296	加大
1297	执法
1298	力度
1299	严肃查处
1300	各种
1301	违规行为
1302	来
1303	惩治
1304	战犯
1305	国际法
1306	判断
1307	管辖
1308	范围
1309	限于
1310	灭绝种族
1311	战争
1312	侵略
1313	纽伦堡
1314	东京
1315	开创
1316	南
1317	国际法庭
1318	卢旺达
1319	常设
1320	不法行为
1321	还是
1322	罪行
1323	需
1324	相应
1325	近年来
1326	劳务
1327	派遣
1328	为主
1329	临时工
1330	各地
1331	迅猛
1332	现实
1333	全国
1334	劳动者
1335	人数
1336	2011
1337	达到
1338	约
1339	3700
1340	万人
1341	占
1342	职工
1343	总数
1344	13.1%
1345	劳动
1346	合同法
1347	2013
1348	日起
1349	施行
1350	新法
1351	重点
1352	严格控制
1353	用工
1354	数量
1355	落实
1356	同工同酬
1357	加重
1358	违法行为
1359	法律责任
1360	未经许可
1361	擅自
1362	经营
1363	业务
1364	责令
1365	没收
1366	并处
1367	一倍
1368	五倍
1369	罚款
1370	处
1371	五万元
1372	限期
1373	改正
1374	逾期
1375	每人
1376	五千元
1377	一万元
1378	标准
1379	处以
1380	吊销其
1381	许可证
1382	承担
1383	连带
1384	封建统治
1385	又
1386	帝国主义
1387	抄袭
1388	条文
1389	以纳常
1390	名教
1391	思想
1392	封建
1393	色彩
1394	封建主义
1395	合二为一
1396	表现
1397	新旧
1398	两种
1399	斗争
1400	妥协
1401	县级
1402	地方
1403	人民政府
1404	这种
1405	法定期限
1406	内向
1407	侵权人
1408	强制执行
1409	协助
1410	缔结
1411	参加
1412	条约
1413	途径
1414	驻
1415	使领馆
1416	送达
1417	文书
1418	调查取证
1419	仅
1420	本国
1421	强制措施
1422	未经
1423	准许
1424	提起公诉
1425	生产
1426	伪劣产品
1427	假冒
1428	商标
1429	非法经营
1430	严重破坏
1431	市场经济
1432	犯罪案件
1433	所涉
1434	以假充真
1435	以次充好
1436	冒充
1437	难以确定
1438	法规
1439	质量检验
1440	工商行政
1441	审判机关
1442	虽然
1443	而言
1444	国际性
1445	忽略
1446	得到
1447	承认
1448	性质
1449	突出表现
1450	当今
1451	某些
1452	大国
1453	应有
1454	实际上
1455	排除
1456	非法行为
1457	非法性
1458	否认
1459	本身
1460	死刑
1461	羁押
1462	受审
1463	自然
1464	流产
1465	人工流产
1466	不满
1467	审判制度
1468	审判权
1469	独立行使
1470	不告
1471	不理
1472	言词
1473	防止
1474	制止
1475	侵害
1476	侵害人
1477	补偿
1478	受害人
1479	律师
1480	辩护
1481	代理
1482	委托人
1483	服务
1484	犯罪活动
1485	相当程度
1486	委托合同
1487	无法
1488	预见
1489	前提
1490	带来
1491	负担
1492	难以承受
1493	困难
1494	真实性
1495	关联性
1496	合法性
1497	或经
1498	司法机关
1499	伪证
1500	嫌疑
1501	联合国大会
1502	托管
1503	理事会
1504	中须
1505	理事国
1506	决议
1507	简单
1508	多数
1509	联合国安理会
1510	大会
1511	推荐
1512	接纳
1513	会员国
1514	程序性
1515	表决
1516	当事国
1517	约束力
1518	秘书长
1519	安理会
1520	多数票
1521	诉讼法
1522	司法解释
1523	级别管辖
1524	异议
1525	移送
1526	是因为
1527	受诉
1528	变通
1529	个别
1530	私有
1531	财产权
1532	私有财产
1533	任何人
1534	剥夺
1535	给予
1536	裁决
1537	保全
1538	被执行人
1539	住所地
1540	所在地
1541	中级
1542	基层
1543	被申请人
1544	住
1545	加入
1546	时所作
1547	商事
1548	保留
1549	声明
1550	契约性
1551	据此
1552	买卖
1553	勘探
1554	开发
1555	投资者
1556	东道国
1557	有限公司
1558	股东大会
1559	出席会议
1560	股东
1561	持
1562	表决权
1563	三分之二
1564	方案
1565	公司章程
1566	利润分配
1567	兼并
1568	目前
1569	对外
1570	商务部
1571	行政诉讼
1572	复议
1573	再
1574	身份
1575	代理人
1576	如果
1577	显失
1578	公平
1579	接受
1580	结果
1581	二审
1582	一审
1583	公开审判
1584	回避
1585	撤销原判
1586	发回
1587	原审
1588	分工负责
1589	互相配合
1590	互相制约
1591	严格遵守
1592	法定程序
1593	公正
1594	独立
1595	效率
1596	司法公正
1597	选择
1598	相辅相成
1599	对立
1600	紧张
1601	一面
1602	应该
1603	优先
1604	兼顾
1605	进入
1606	公务员
1607	队伍
1608	录用
1609	公开选拔
1610	调任
1611	职位
1612	聘任
1613	秦代
1614	官吏
1615	渎职
1616	见
1617	知不举
1618	不直
1619	纵囚
1620	失刑
1621	世界贸易组织
1622	争端
1623	解决
1624	机制
1625	几项
1626	专家组
1627	60
1628	天内
1629	方均
1630	专家
1631	小组
1632	推翻
1633	调查结果
1634	结论
1635	最后
1636	当事方
1637	除非
1638	一致
1639	反对
1640	委员会
1641	审计
1642	区公所
1643	消费者
1644	权益保护法
1645	权益
1646	消者
1647	商品
1648	营利性
1649	合法权益
1650	中国消费者协会
1651	各级
1652	和解
1653	投诉
1654	多种
1655	展销会
1656	租赁
1657	柜台
1658	销售者
1659	服务者
1660	结束
1661	期满
1662	举办者
1663	场地
1664	提供者
1665	出租
1666	者
1667	判定
1668	是不是
1669	效果
1670	区别
1671	在于
1672	补救措施
1673	无效
1674	不动产
1675	登记
1676	暂行条例
1677	海域
1678	房屋
1679	林木
1680	等定
1681	着
1682	物
1683	所指
1684	包含
1685	更正
1686	预告
1687	查封
1688	跨
1689	行政区域
1690	协商
1691	办理
1692	不成
1693	一级
1694	指定
1695	专利法
1696	专利
1697	公告
1698	构成犯罪
1699	还要
1700	上述
1701	万元
1702	公务员法
1703	公道
1704	正派
1705	忠于职守
1706	恪守
1707	培训
1708	划拨
1709	取得
1710	国有土地
1711	之一
1712	请问
1713	省级
1714	出让金
1715	减半
1716	多边
1717	投资
1718	发展中国家
1719	发达国家
1720	计划经济
1721	占有
1722	意思
1723	自主
1724	间接
1725	善意
1726	无权
1727	做法
1728	附带
1729	民事诉讼
1730	部分
1731	交叉
1732	先由
1733	原告人
1734	及其
1735	发言
1736	然后
1737	答辩
1738	定罪
1739	必要
1740	审判长
1741	宣布
1742	暂停
1743	恢复
1744	待
1745	反垄断法
1746	反垄断
1747	涉嫌
1748	询问
1749	查阅
1750	会计
1751	账簿
1752	函电
1753	电子
1754	数据
1755	文件
1756	资料
1757	扣押
1758	查询
1759	冻结
1760	账户
1761	香港
1762	行使主权
1763	单独
1764	关税区
1765	国际公约
1766	国际惯例
1767	对外贸易法
1768	倾销
1769	统
1770	―
1771	500
1772	号
1773	处分
1774	生效
1775	案情
1776	复杂
1777	复核
1778	具备
1779	实质性
1780	要件
1781	完全
1782	权
1783	缔约国
1784	表示同意
1785	任意
1786	强行
1787	各
1788	补充规定
1789	审判活动
1790	明确
1791	界限
1792	应用
1793	法制
1794	曾经
1795	依
1796	主动
1797	完备
1798	正当
1799	事由
1800	能
1801	除斥
1802	请求权
1803	奖惩制度
1804	法官法
1805	专章
1806	奖励制度
1807	小明
1808	突出
1809	实践经验
1810	被市
1811	辖区
1812	推广
1813	奖励
1814	地铁
1815	英勇斗争
1816	形象
1817	负面影响
1818	惩戒
1819	本级
1820	上级法院
1821	各项
1822	行政拘留
1823	见义勇为
1824	出租车
1825	司机
1826	偷漏税
1827	个体户
1828	空间
1829	属地
1830	同样
1831	专属经济区
1832	属人
1833	不适
1834	用于
1835	普遍
1836	国外
1837	古罗马
1838	公力
1839	两审终审
1840	两造
1841	两个
1842	时该
1843	如何
1844	其中
1845	自由心证
1846	证据规则
1847	较
1848	少
1849	英美法
1850	怀疑
1851	事实清楚
1852	确实
1853	每个
1854	高于
1855	狭义
1856	证人
1857	引渡
1858	家法
1859	族规
1860	衡平法
1861	判例
1862	习惯法
1863	汇编
1864	侦查权
1865	必经
1866	一直
1867	就是
1868	查找
1869	抓获
1870	收集
1871	过度
1872	比例
1873	国际争端
1874	谈判
1875	斡旋
1876	两宋
1877	哪几种
1878	刑统
1879	编敕
1880	大诰
1881	法事
1882	类
1883	行政许可
1884	行政处罚
1885	地方性
1886	资格
1887	吊销
1888	听证
1889	许可
1890	人以
1891	贿赂
1892	手段
1893	公共安全
1894	生命财产
1895	三年
1896	自然人
1897	50
1898	元
1899	当场
1900	收缴
1901	另有
1902	违法犯罪
1903	维也纳
1904	条约法
1905	国
1906	有限
1907	数目
1908	宗旨
1909	可见
1910	全体
1911	全部
1912	受该
1913	拘束
1914	必要条件
1915	允许
1916	明文
1917	事后
1918	若
1919	约章
1920	国与
1921	检察官
1922	人大代表
1923	政协委员
1924	法学
1925	举报
1926	调查核实
1927	当事
1928	因在
1929	印度
1930	交通事故
1931	侵权行为
1932	免税
1933	无须再
1934	税务机关
1935	享受
1936	待遇
1937	减免
1938	税收
1939	何时
1940	仲裁庭
1941	开庭
1942	终结
1943	之别
1944	参与
1945	分配制度
1946	债权人
1947	不足以
1948	清偿
1949	债务
1950	别人
1951	执行程序
1952	债权
1953	受偿
1954	分配
1955	金钱
1956	和物
1957	外商投资
1958	相互之间
1959	监护
1960	农业
1961	集体经济
1962	内部
1963	承包合同
1964	四个
1965	数罪
1966	抢劫
1967	财物
1968	中为
1969	制服
1970	被害人
1971	反抗
1972	杀人
1973	投保人
1974	杀害
1975	被保险人
1976	骗取
1977	保险金
1978	以后
1979	杀人灭口
1980	长期
1981	虐待
1982	被监管人
1983	一次
1984	使用暴力
1985	死亡
1986	26
1987	改善生活
1988	生态环境
1989	防治
1990	公害
1991	典型
1992	逻辑
1993	海商法
1994	所称
1995	船员
1996	海船
1997	修理
1998	护航
1999	军人
2000	在编
2001	船长
2002	行政区划
2003	划分
2004	重庆市
2005	建置
2006	四川省
2007	全国人大
2008	北京市
2009	宣武区
2010	北京市政府
2011	石家庄市
2012	更名
2013	朝阳区
2014	管制
2015	遵守
2016	会客
2017	言论
2018	集会
2019	结社
2020	游行
2021	示威
2022	离开
2023	县
2024	迁居
2025	报经
2026	选举权
2027	被选举权
2028	华侨
2029	归侨
2030	侨眷
2031	休养
2032	设施
2033	加以
2034	合法财产
2035	总纲
2036	格言
2037	说
2038	人人平等
2039	人人
2040	事实上
2041	时代
2042	总体
2043	倾向
2044	启动
2045	主导型
2046	外源
2047	型法
2048	变革
2049	观念
2050	收回
2051	领事裁判权
2052	契机
2053	正式
2054	领馆
2055	特权
2056	豁免
2057	领事馆
2058	档案
2059	区内
2060	邮差
2061	手中
2062	外交邮袋
2063	里
2064	无论
2065	何时何地
2066	公益
2067	10
2068	日内
2069	告知
2070	私益
2071	达成
2072	法律咨询
2073	意见书
2074	资信
2075	口头
2076	书信
2077	解答
2078	三个
2079	至上
2080	三者
2081	坚持
2082	必然
2083	指党
2084	事业
2085	党
2086	好
2087	高度
2088	不可分割
2089	整体
2090	发生冲突
2091	压倒性
2092	优势
2093	公开
2094	公开审理
2095	宣判
2096	个人隐私
2097	离婚
2098	城市
2099	市区
2100	全民所有
2101	宅基地
2102	归
2103	农民
2104	个人所有
2105	农村
2106	郊区
2107	国家所有
2108	以外
2109	集体所有
2110	自留山
2111	自留地
2112	属
2113	起源
2114	本质
2115	变化
2116	制约
2117	认定
2118	推理
2119	越来越
2120	现代科技
2121	近现代
2122	精义
2123	控权
2124	根本原因
2125	文化
2126	证券公司
2127	需经
2128	收购
2129	分支机构
2130	业务范围
2131	参股
2132	条款
2133	立法法
2134	政治权利
2135	人身自由
2136	民族区域
2137	自治
2138	非国有
2139	外交关系
2140	颁布
2141	外交特权
2142	种类
2143	何种
2144	卷
2145	不定
2146	项
2147	第题
2148	外交人员
2149	外交信使
2150	持有
2151	签证
2152	过境
2153	前往
2154	第三国
2155	注意
2156	拟制
2157	259
2158	利用职权
2159	从属关系
2160	奸淫
2161	现役军人
2162	强奸罪
2163	289
2164	聚众
2165	打砸抢
2166	毁坏
2167	抢走
2168	公私
2169	首要分子
2170	抢劫罪
2171	196
2172	盗窃
2173	信用卡
2174	盗窃罪
2175	明知
2176	中标
2177	成交
2178	通知书
2179	供应商
2180	发出
2181	这个
2182	土
2183	过失
2184	附随
2185	违约责任
2186	整个
2187	通常
2188	市政府
2189	优于
2190	区政府
2191	原始
2192	传来
2193	出庭作证
2194	证言
2195	孤立
2196	一起
2197	给付
2198	确有
2199	供
2200	第一审
2201	刑事判决
2202	第二审
2203	之后
2204	保险人
2205	保险合同
2206	保险
2207	未向
2208	不利于
2209	保险费
2210	国家主权
2211	主权
2212	豁免权
2213	领土
2214	商业行为
2215	介人
2216	出庭
2217	应诉
2218	习惯
2219	长期共存
2220	异
2221	制度化
2222	误认为
2223	却
2224	罪名
2225	误解
2226	轻重
2227	鸦片战争
2228	清朝
2229	浓厚
2230	五条
2231	民律
2232	草案
2233	物权
2234	三编
2235	亲属
2236	两编
2237	诈骗罪
2238	贷款
2239	领导集体
2240	研究
2241	电力
2242	罚金
2243	领导
2244	责任人员
2245	民事或
2246	外文书
2247	海牙
2248	取证
2249	双边
2250	民商事
2251	方
2252	请求书
2253	中列明
2254	特殊
2255	不相
2256	抵触
2257	且
2258	在实践中
2259	译文
2260	翻译
2261	高级人民法院
2262	外交代表
2263	驻在国
2264	民事案件
2265	接受国
2266	证词
2267	公务
2268	专业
2269	商业活动
2270	私人
2271	遗产
2272	某案
2273	周某
2274	住处
2275	查获
2276	赃款
2277	赃物
2278	侦查人员
2279	物品
2280	众多
2281	在场
2282	见证人
2283	装入
